Shipment_ID,Date,Year,Month,Quarter,Carrier,Origin,Destination,Cargo_Type,Mode,Client_Type,Incoterm,Warehouse,Analyst,Planned_Days,Actual_Days,Delay_Days,On_Time,Cargo_Value,Freight_Cost,SLA_Penalty,Customs_Hold,Delivered
SHP-890309,2023-04-30,2023,4,2,DB Schenker,Los Angeles,Los Angeles,Textiles,Road,Startup,FOB,WH-East,Analyst_E,4,4,0,1,13160.97,1011.61,0.0,0,1
SHP-276207,2022-07-10,2022,7,3,DHL,London,Tokyo,Electronics,Road,Government,DAP,WH-South,Analyst_C,5,5,0,1,53475.71,3746.05,0.0,0,1
SHP-279524,2023-08-23,2023,8,3,Kuehne+Nagel,Hamburg,Tokyo,Consumer Goods,Sea Freight,Enterprise,DAP,WH-Central,Analyst_E,21,20,0,1,14765.72,978.72,0.0,0,1
SHP-146855,2023-01-28,2023,1,1,UPS,Dubai,Dubai,Textiles,Road,SMB,DAP,WH-South,Analyst_B,6,6,0,1,6185.15,540.56,0.0,0,1
SHP-170479,2022-06-10,2022,6,2,DHL,Los Angeles,Tokyo,Textiles,Sea Freight,Government,CIF,WH-North,Analyst_C,22,25,3,0,9042.57,630.94,6.31,0,1
SHP-619713,2024-08-22,2024,8,3,FedEx,London,New York,Machinery,Air Freight,Enterprise,DAP,WH-North,Analyst_D,2,1,0,1,59512.21,8081.26,0.0,0,1
SHP-246195,2023-04-15,2023,4,2,DHL,Tokyo,New York,Chemicals,Sea Freight,Government,CIF,WH-West,Analyst_C,22,21,0,1,1093.62,1007.91,0.0,0,1
SHP-660805,2023-11-20,2023,11,4,Kuehne+Nagel,Rotterdam,Dubai,Automotive,Air Freight,Enterprise,EXW,WH-South,Analyst_A,4,13,9,0,24803.44,3530.14,158.86,0,1
SHP-615540,2024-12-17,2024,12,4,UPS,Rotterdam,Tokyo,Automotive,Air Freight,SMB,DAP,WH-East,Analyst_D,4,6,2,0,2823.32,486.67,4.87,0,1
SHP-965488,2023-10-31,2023,10,4,FedEx,Shanghai,New York,Electronics,Sea Freight,Startup,EXW,WH-South,Analyst_C,20,19,0,1,2082.26,329.41,0.0,0,1
SHP-732075,2022-04-24,2022,4,2,Kuehne+Nagel,Dubai,Tokyo,Perishables,Road,Government,DAP,WH-North,Analyst_B,5,5,0,1,29295.67,2496.41,0.0,0,1
SHP-134853,2022-05-16,2022,5,2,FedEx,Shanghai,Los Angeles,Pharma,Air Freight,Startup,CIF,WH-Central,Analyst_E,2,2,0,1,1965.82,1009.18,0.0,0,0
SHP-802474,2024-06-24,2024,6,2,DHL,Singapore,Mumbai,Electronics,Sea Freight,Government,DDP,WH-Central,Analyst_D,21,20,0,1,11723.08,708.37,0.0,0,1
SHP-294840,2023-08-20,2023,8,3,Maersk,Shanghai,Singapore,Consumer Goods,Sea Freight,Government,FOB,WH-West,Analyst_B,21,20,0,1,3436.37,1046.61,0.0,0,1
SHP-896508,2023-08-29,2023,8,3,XPO Logistics,Tokyo,Hamburg,Automotive,Road,Government,DDP,WH-Central,Analyst_D,7,8,1,0,500.0,851.8,4.26,1,1
SHP-114728,2022-12-10,2022,12,4,DHL,Shanghai,Toronto,Machinery,Road,Startup,DAP,WH-West,Analyst_B,6,6,0,1,13519.98,1581.37,0.0,1,1
SHP-281379,2022-03-11,2022,3,1,UPS,Singapore,Mumbai,Electronics,Road,Enterprise,DDP,WH-East,Analyst_B,7,6,0,1,8217.3,1489.59,0.0,0,1
SHP-352725,2024-01-09,2024,1,1,UPS,Rotterdam,Singapore,Electronics,Sea Freight,SMB,DAP,WH-East,Analyst_C,23,23,0,1,500.0,132.64,0.0,0,1
SHP-558490,2022-07-21,2022,7,3,CMA CGM,Busan,Sydney,Perishables,Air Freight,Enterprise,DDP,WH-South,Analyst_D,4,22,18,0,2553.19,504.64,75.7,0,1
SHP-655664,2022-11-18,2022,11,4,UPS,Dubai,Los Angeles,Pharma,Sea Freight,Enterprise,FOB,WH-West,Analyst_B,20,20,0,1,530.86,410.25,0.0,0,1
SHP-128769,2023-07-11,2023,7,3,FedEx,Singapore,Sydney,Perishables,Sea Freight,Government,DDP,WH-Central,Analyst_E,21,20,0,1,19376.27,1362.48,0.0,0,1
SHP-359853,2024-05-20,2024,5,2,UPS,Rotterdam,Tokyo,Perishables,Road,Startup,DDP,WH-West,Analyst_D,4,10,6,0,49108.45,3405.06,170.25,1,1
SHP-307953,2024-12-23,2024,12,4,CMA CGM,Los Angeles,Mumbai,Consumer Goods,Sea Freight,Enterprise,EXW,WH-West,Analyst_B,23,23,0,1,22896.24,1401.99,0.0,0,1
SHP-967326,2022-03-07,2022,3,1,CMA CGM,Rotterdam,Mumbai,Perishables,Sea Freight,Enterprise,DDP,WH-East,Analyst_D,21,34,13,0,27906.01,1306.77,141.57,0,1
SHP-155406,2022-09-04,2022,9,3,XPO Logistics,New York,Mumbai,Consumer Goods,Sea Freight,SMB,DDP,WH-East,Analyst_E,21,24,3,0,3298.54,503.48,5.03,0,1
SHP-642803,2024-04-26,2024,4,2,DHL,Tokyo,Hamburg,Textiles,Sea Freight,Government,CIF,WH-South,Analyst_C,21,21,0,1,14913.13,987.28,0.0,1,0
SHP-166096,2024-04-02,2024,4,2,XPO Logistics,New York,Los Angeles,Electronics,Rail,SMB,DDP,WH-Central,Analyst_A,9,9,0,1,6782.83,1189.98,0.0,0,1
SHP-867733,2022-11-30,2022,11,4,XPO Logistics,Busan,New York,Perishables,Road,Startup,CIF,WH-South,Analyst_A,5,4,0,1,8933.74,766.15,0.0,0,1
SHP-295795,2022-10-14,2022,10,4,DHL,Los Angeles,Mumbai,Textiles,Rail,Enterprise,EXW,WH-East,Analyst_E,9,9,0,1,26680.29,1850.62,0.0,0,1
SHP-371206,2022-03-08,2022,3,1,UPS,Los Angeles,Tokyo,Automotive,Sea Freight,Government,DAP,WH-North,Analyst_A,22,45,23,0,36339.69,1822.49,209.59,0,1
SHP-407147,2023-04-11,2023,4,2,UPS,Busan,New York,Machinery,Air Freight,SMB,FOB,WH-North,Analyst_C,2,1,0,1,3954.92,1211.25,0.0,0,1
SHP-664471,2022-05-19,2022,5,2,DHL,Los Angeles,Singapore,Consumer Goods,Rail,SMB,EXW,WH-North,Analyst_E,12,11,0,1,934.83,553.54,0.0,0,1
SHP-501311,2022-04-13,2022,4,2,XPO Logistics,Hamburg,Los Angeles,Textiles,Sea Freight,Startup,CIF,WH-East,Analyst_A,22,21,0,1,5268.22,611.84,0.0,0,1
SHP-349508,2023-06-21,2023,6,2,Kuehne+Nagel,Hamburg,Mumbai,Automotive,Road,Enterprise,CIF,WH-West,Analyst_D,7,6,0,1,5035.61,1061.28,0.0,0,1
SHP-775135,2022-08-25,2022,8,3,Kuehne+Nagel,Los Angeles,Los Angeles,Chemicals,Rail,Enterprise,FOB,WH-West,Analyst_E,11,10,0,1,10283.29,1204.79,0.0,1,1
SHP-838786,2023-07-11,2023,7,3,Maersk,Rotterdam,Mumbai,Perishables,Road,Enterprise,FOB,WH-West,Analyst_B,3,2,0,1,22367.3,2302.12,0.0,0,1
SHP-225269,2024-08-03,2024,8,3,DB Schenker,London,London,Electronics,Rail,Startup,EXW,WH-East,Analyst_A,9,9,0,1,500.0,345.0,0.0,1,1
SHP-393530,2023-02-28,2023,2,1,FedEx,Shanghai,Toronto,Perishables,Sea Freight,SMB,FOB,WH-East,Analyst_C,21,24,3,0,2655.31,339.76,8.49,0,1
SHP-437809,2022-10-23,2022,10,4,XPO Logistics,Dubai,Toronto,Consumer Goods,Sea Freight,Startup,CIF,WH-Central,Analyst_C,22,52,30,0,1753.15,921.2,92.12,1,1
SHP-676568,2022-08-20,2022,8,3,Maersk,Rotterdam,Singapore,Pharma,Air Freight,SMB,DAP,WH-South,Analyst_B,3,2,0,1,40437.65,5049.0,0.0,0,1
SHP-232200,2023-11-29,2023,11,4,Maersk,Busan,Dubai,Textiles,Rail,Government,CIF,WH-South,Analyst_D,10,10,0,1,5114.01,665.05,0.0,0,1
SHP-674344,2023-05-03,2023,5,2,CMA CGM,Tokyo,Los Angeles,Chemicals,Road,Enterprise,DDP,WH-West,Analyst_D,7,6,0,1,3321.74,1004.95,0.0,0,1
SHP-343601,2024-02-07,2024,2,1,DHL,Los Angeles,Dubai,Electronics,Rail,Startup,DDP,WH-East,Analyst_A,12,11,0,1,14731.94,1499.37,0.0,0,0
SHP-567380,2022-01-22,2022,1,1,Kuehne+Nagel,Shanghai,Mumbai,Consumer Goods,Rail,SMB,EXW,WH-West,Analyst_A,12,12,0,1,2965.23,775.02,0.0,0,1
SHP-127945,2024-05-16,2024,5,2,UPS,London,New York,Consumer Goods,Air Freight,Startup,EXW,WH-Central,Analyst_E,5,5,0,1,6724.21,1532.53,0.0,0,1
SHP-213874,2023-08-08,2023,8,3,UPS,London,Hamburg,Consumer Goods,Air Freight,Government,CIF,WH-North,Analyst_D,3,3,0,1,89817.84,10991.64,0.0,0,1
SHP-836787,2024-01-02,2024,1,1,CMA CGM,Los Angeles,Dubai,Consumer Goods,Road,Startup,FOB,WH-North,Analyst_A,4,3,0,1,86350.8,6164.14,0.0,0,1
SHP-883260,2024-07-19,2024,7,3,XPO Logistics,Rotterdam,Tokyo,Consumer Goods,Road,Government,CIF,WH-East,Analyst_A,4,3,0,1,3857.35,481.78,0.0,0,1
SHP-971118,2024-03-24,2024,3,1,XPO Logistics,Dubai,Dubai,Machinery,Sea Freight,Startup,FOB,WH-East,Analyst_A,20,19,0,1,5306.0,1117.66,0.0,0,1
SHP-617505,2024-06-07,2024,6,2,DHL,Busan,Tokyo,Automotive,Air Freight,Government,DAP,WH-West,Analyst_C,3,3,0,1,2857.88,534.99,0.0,0,1
SHP-424986,2022-03-21,2022,3,1,DB Schenker,Shanghai,Tokyo,Chemicals,Air Freight,Startup,DAP,WH-South,Analyst_E,2,2,0,1,500.0,910.18,0.0,0,1
SHP-336702,2022-03-01,2022,3,1,FedEx,Busan,Toronto,Automotive,Sea Freight,Enterprise,FOB,WH-East,Analyst_C,23,23,0,1,29830.31,1618.46,0.0,0,1
SHP-421593,2024-04-30,2024,4,2,DHL,New York,Mumbai,Consumer Goods,Sea Freight,Startup,FOB,WH-Central,Analyst_B,22,22,0,1,183500.0,7687.85,0.0,0,1
SHP-298994,2023-08-21,2023,8,3,XPO Logistics,Busan,Singapore,Consumer Goods,Air Freight,Enterprise,DAP,WH-Central,Analyst_A,5,5,0,1,3665.18,867.0,0.0,0,1
SHP-849978,2023-04-21,2023,4,2,DHL,Hamburg,New York,Machinery,Rail,Government,DAP,WH-Central,Analyst_D,12,12,0,1,2159.44,261.7,0.0,0,1
SHP-756729,2024-06-19,2024,6,2,DB Schenker,Tokyo,Mumbai,Electronics,Air Freight,Startup,FOB,WH-East,Analyst_A,3,2,0,1,4667.49,1328.42,0.0,0,1
SHP-439803,2023-07-21,2023,7,3,DB Schenker,Shanghai,Tokyo,Consumer Goods,Road,Startup,FOB,WH-Central,Analyst_A,7,7,0,1,7750.48,1357.06,0.0,0,1
SHP-265762,2024-12-18,2024,12,4,FedEx,Dubai,Sydney,Perishables,Sea Freight,Enterprise,CIF,WH-Central,Analyst_B,20,19,0,1,1374.65,986.22,0.0,0,1
SHP-587524,2023-02-14,2023,2,1,DB Schenker,London,Los Angeles,Perishables,Sea Freight,Enterprise,EXW,WH-West,Analyst_E,21,20,0,1,3587.95,329.98,0.0,0,1
SHP-364048,2023-01-24,2023,1,1,DHL,Hamburg,London,Perishables,Rail,SMB,CIF,WH-South,Analyst_C,9,18,9,0,28943.75,2074.53,155.59,0,1
SHP-482352,2024-07-22,2024,7,3,DHL,Hamburg,Dubai,Perishables,Rail,SMB,CIF,WH-Central,Analyst_B,8,10,2,0,8229.65,1348.29,22.47,0,1
SHP-576122,2024-12-26,2024,12,4,Kuehne+Nagel,Dubai,Sydney,Chemicals,Sea Freight,SMB,DAP,WH-East,Analyst_B,22,23,1,0,41570.12,2451.82,14.71,0,1
SHP-920418,2024-10-06,2024,10,4,DHL,Hamburg,Singapore,Consumer Goods,Rail,Enterprise,DDP,WH-South,Analyst_A,11,10,0,1,11520.42,776.89,0.0,0,1
SHP-457307,2023-09-08,2023,9,3,DHL,Shanghai,Hamburg,Pharma,Sea Freight,SMB,DDP,WH-North,Analyst_E,23,23,0,1,1468.51,979.83,0.0,0,1
SHP-849926,2022-02-05,2022,2,1,DB Schenker,London,New York,Consumer Goods,Sea Freight,Startup,CIF,WH-West,Analyst_E,20,19,0,1,3037.49,567.59,0.0,1,1
SHP-496070,2022-12-22,2022,12,4,CMA CGM,Singapore,London,Automotive,Road,Government,FOB,WH-North,Analyst_A,6,23,17,0,9769.3,967.19,82.21,0,1
SHP-981770,2022-08-06,2022,8,3,Maersk,New York,New York,Automotive,Air Freight,Government,DDP,WH-East,Analyst_D,2,2,0,1,1400.09,814.11,0.0,0,1
SHP-830933,2022-07-20,2022,7,3,CMA CGM,Rotterdam,Dubai,Chemicals,Rail,Startup,DAP,WH-West,Analyst_A,9,8,0,1,1164.98,1022.46,0.0,1,1
SHP-671870,2022-11-26,2022,11,4,XPO Logistics,Rotterdam,Singapore,Automotive,Rail,Startup,DAP,WH-South,Analyst_E,12,11,0,1,1268.58,531.01,0.0,0,1
SHP-761575,2022-12-06,2022,12,4,Kuehne+Nagel,Hamburg,Hamburg,Textiles,Rail,Enterprise,EXW,WH-East,Analyst_D,11,10,0,1,14269.72,1000.39,0.0,0,1
SHP-434359,2024-08-01,2024,8,3,XPO Logistics,Tokyo,Dubai,Chemicals,Road,SMB,DAP,WH-South,Analyst_A,5,5,0,1,4088.93,1151.6,0.0,0,0
SHP-327660,2022-04-01,2022,4,2,CMA CGM,Busan,New York,Automotive,Air Freight,SMB,DAP,WH-South,Analyst_B,3,3,0,1,36699.55,5339.97,0.0,0,1
SHP-847539,2024-07-24,2024,7,3,UPS,Tokyo,Tokyo,Textiles,Sea Freight,Startup,CIF,WH-North,Analyst_B,23,23,0,1,1929.03,238.55,0.0,0,1
SHP-761371,2024-03-11,2024,3,1,FedEx,Busan,Los Angeles,Chemicals,Air Freight,Startup,FOB,WH-South,Analyst_C,3,3,0,1,500.0,642.59,0.0,0,1
SHP-958903,2024-02-12,2024,2,1,Maersk,Tokyo,Hamburg,Perishables,Road,Startup,DDP,WH-East,Analyst_A,3,2,0,1,5708.95,850.71,0.0,0,1
SHP-745985,2023-03-27,2023,3,1,FedEx,Dubai,Singapore,Consumer Goods,Air Freight,Startup,EXW,WH-Central,Analyst_B,5,11,6,0,70939.7,8838.57,176.77,0,1
SHP-518167,2023-05-03,2023,5,2,CMA CGM,Rotterdam,Toronto,Automotive,Air Freight,Government,CIF,WH-North,Analyst_C,3,3,0,1,7215.49,1695.08,0.0,0,1
SHP-773655,2023-02-24,2023,2,1,XPO Logistics,London,Dubai,Automotive,Road,SMB,DAP,WH-South,Analyst_D,5,5,0,1,983.13,591.11,0.0,0,1
SHP-856458,2023-11-09,2023,11,4,Kuehne+Nagel,Tokyo,Tokyo,Chemicals,Sea Freight,Startup,FOB,WH-Central,Analyst_C,23,22,0,1,687.73,138.15,0.0,0,1
SHP-767404,2024-03-14,2024,3,1,Kuehne+Nagel,Shanghai,Hamburg,Electronics,Sea Freight,Startup,DDP,WH-West,Analyst_E,23,22,0,1,37512.41,2309.46,0.0,0,1
SHP-718727,2022-06-24,2022,6,2,Maersk,Shanghai,Hamburg,Textiles,Air Freight,Startup,CIF,WH-East,Analyst_D,5,4,0,1,2188.26,866.72,0.0,0,1
SHP-478979,2024-11-10,2024,11,4,CMA CGM,Los Angeles,London,Consumer Goods,Road,Government,EXW,WH-South,Analyst_D,7,7,0,1,61066.82,4148.27,0.0,0,1
SHP-322588,2022-01-18,2022,1,1,CMA CGM,Busan,Sydney,Chemicals,Rail,Enterprise,EXW,WH-Central,Analyst_D,11,11,0,1,17358.72,1755.04,0.0,0,1
SHP-851014,2023-06-22,2023,6,2,Kuehne+Nagel,Tokyo,Hamburg,Consumer Goods,Air Freight,Government,DDP,WH-East,Analyst_E,3,2,0,1,2308.89,720.76,0.0,0,1
SHP-461017,2024-12-12,2024,12,4,CMA CGM,Los Angeles,Mumbai,Pharma,Air Freight,Government,FOB,WH-South,Analyst_D,3,3,0,1,35912.22,4556.99,0.0,0,0
SHP-379055,2023-03-08,2023,3,1,XPO Logistics,Dubai,Dubai,Electronics,Sea Freight,Enterprise,FOB,WH-Central,Analyst_D,20,19,0,1,1855.37,432.57,0.0,0,1
SHP-199244,2022-05-21,2022,5,2,UPS,Dubai,Dubai,Textiles,Road,Government,CIF,WH-East,Analyst_B,7,7,0,1,883.71,696.86,0.0,0,1
SHP-255775,2022-12-01,2022,12,4,DB Schenker,Tokyo,Singapore,Automotive,Road,Government,EXW,WH-East,Analyst_B,6,5,0,1,2011.87,515.96,0.0,0,1
SHP-105100,2024-08-19,2024,8,3,XPO Logistics,New York,Dubai,Consumer Goods,Sea Freight,Government,EXW,WH-East,Analyst_E,21,21,0,1,20420.61,1032.05,0.0,0,1
SHP-611090,2024-09-16,2024,9,3,CMA CGM,Rotterdam,Hamburg,Pharma,Rail,Startup,CIF,WH-South,Analyst_D,11,11,0,1,34458.09,2454.09,0.0,1,1
SHP-203817,2023-05-14,2023,5,2,DB Schenker,New York,London,Machinery,Air Freight,SMB,CIF,WH-South,Analyst_D,2,1,0,1,3919.93,1044.6,0.0,0,1
SHP-477766,2022-07-07,2022,7,3,DB Schenker,Shanghai,Mumbai,Perishables,Road,Government,CIF,WH-North,Analyst_A,3,3,0,1,500.0,851.55,0.0,0,1
SHP-224421,2024-06-26,2024,6,2,Maersk,Los Angeles,New York,Consumer Goods,Air Freight,Startup,CIF,WH-West,Analyst_D,4,3,0,1,756.77,1082.28,0.0,0,1
SHP-953836,2024-03-26,2024,3,1,XPO Logistics,London,Mumbai,Pharma,Sea Freight,Startup,DDP,WH-North,Analyst_A,23,23,0,1,1513.45,348.67,0.0,0,1
SHP-231291,2023-03-17,2023,3,1,FedEx,London,Toronto,Electronics,Air Freight,Government,FOB,WH-Central,Analyst_E,2,1,0,1,1098.18,496.82,0.0,0,1
SHP-930008,2023-11-04,2023,11,4,UPS,Shanghai,Dubai,Electronics,Rail,SMB,DAP,WH-East,Analyst_C,12,12,0,1,10007.75,1187.09,0.0,0,1
SHP-105726,2024-05-17,2024,5,2,UPS,London,Singapore,Consumer Goods,Air Freight,Government,DAP,WH-Central,Analyst_A,4,14,10,0,107077.71,13218.99,440.63,0,1
SHP-921813,2023-08-07,2023,8,3,XPO Logistics,Shanghai,Los Angeles,Automotive,Rail,Government,FOB,WH-East,Analyst_B,9,9,0,1,21218.22,1673.15,0.0,0,1
SHP-365897,2022-04-11,2022,4,2,UPS,Busan,Toronto,Automotive,Sea Freight,Enterprise,EXW,WH-North,Analyst_D,20,27,7,0,1388.94,668.74,23.41,0,1
SHP-968312,2024-02-10,2024,2,1,Maersk,Los Angeles,Singapore,Automotive,Road,SMB,EXW,WH-North,Analyst_A,4,3,0,1,2568.48,1038.22,0.0,1,1
SHP-368365,2024-07-02,2024,7,3,XPO Logistics,Tokyo,Toronto,Perishables,Sea Freight,SMB,DDP,WH-West,Analyst_A,21,21,0,1,3386.34,886.6,0.0,0,1
SHP-672522,2023-06-08,2023,6,2,UPS,Los Angeles,Singapore,Perishables,Road,SMB,DDP,WH-Central,Analyst_E,5,5,0,1,11926.48,1710.37,0.0,0,1
SHP-603998,2024-01-29,2024,1,1,FedEx,Hamburg,Sydney,Machinery,Sea Freight,Government,DDP,WH-South,Analyst_B,23,23,0,1,63669.95,3302.38,0.0,0,1
SHP-369953,2022-07-30,2022,7,3,XPO Logistics,New York,London,Electronics,Air Freight,Enterprise,DDP,WH-South,Analyst_E,5,5,0,1,3542.87,1176.65,0.0,0,1
SHP-714929,2024-05-11,2024,5,2,DB Schenker,Los Angeles,Los Angeles,Consumer Goods,Air Freight,Government,DDP,WH-South,Analyst_D,3,2,0,1,60806.22,8276.74,0.0,0,1
SHP-307156,2024-12-29,2024,12,4,FedEx,Dubai,Sydney,Electronics,Air Freight,Enterprise,FOB,WH-Central,Analyst_D,4,4,0,1,135434.29,16501.23,0.0,1,1
SHP-508487,2023-06-14,2023,6,2,UPS,New York,Singapore,Machinery,Road,Startup,DAP,WH-South,Analyst_E,4,4,0,1,4184.67,1061.41,0.0,0,1
SHP-381921,2024-04-10,2024,4,2,Maersk,Los Angeles,Dubai,Pharma,Air Freight,Government,DAP,WH-North,Analyst_B,4,3,0,1,4034.8,1463.57,0.0,0,1
SHP-224917,2022-10-28,2022,10,4,DB Schenker,Rotterdam,Sydney,Textiles,Sea Freight,SMB,EXW,WH-South,Analyst_D,22,21,0,1,4121.62,1015.94,0.0,1,1
SHP-655461,2023-01-28,2023,1,1,DB Schenker,Los Angeles,London,Automotive,Road,Government,DAP,WH-North,Analyst_A,6,6,0,1,7506.68,982.39,0.0,0,1
SHP-206636,2024-03-21,2024,3,1,UPS,Dubai,Hamburg,Machinery,Air Freight,SMB,CIF,WH-North,Analyst_B,2,1,0,1,4135.9,1397.7,0.0,0,1
SHP-756819,2024-04-29,2024,4,2,Kuehne+Nagel,Shanghai,Los Angeles,Consumer Goods,Rail,Startup,DDP,WH-West,Analyst_D,9,9,0,1,24049.74,2006.4,0.0,0,1
SHP-128618,2023-08-06,2023,8,3,Kuehne+Nagel,Rotterdam,Singapore,Pharma,Sea Freight,Enterprise,CIF,WH-West,Analyst_B,23,22,0,1,765.33,825.17,0.0,0,1
SHP-282262,2023-03-17,2023,3,1,UPS,Rotterdam,Sydney,Machinery,Road,Enterprise,DDP,WH-West,Analyst_C,4,4,0,1,3220.98,555.62,0.0,0,1
SHP-920744,2024-03-09,2024,3,1,DHL,London,Los Angeles,Automotive,Road,Startup,FOB,WH-North,Analyst_B,6,5,0,1,10953.79,985.61,0.0,0,1
SHP-602952,2023-02-11,2023,2,1,Kuehne+Nagel,Busan,Sydney,Consumer Goods,Air Freight,Startup,EXW,WH-South,Analyst_A,3,2,0,1,23574.24,3082.84,0.0,0,1
SHP-731172,2023-01-07,2023,1,1,DHL,London,Singapore,Electronics,Road,Enterprise,EXW,WH-East,Analyst_E,7,7,0,1,154155.78,10127.48,0.0,0,1
SHP-328239,2023-01-30,2023,1,1,FedEx,Rotterdam,Hamburg,Machinery,Sea Freight,Government,EXW,WH-East,Analyst_A,23,22,0,1,1105.94,698.33,0.0,0,1
SHP-210526,2024-01-16,2024,1,1,DHL,Rotterdam,Los Angeles,Perishables,Air Freight,Enterprise,FOB,WH-Central,Analyst_A,1,1,0,1,2727.27,1017.98,0.0,0,1
SHP-547364,2024-08-20,2024,8,3,Kuehne+Nagel,Hamburg,Dubai,Textiles,Air Freight,SMB,FOB,WH-South,Analyst_B,3,2,0,1,500.0,413.39,0.0,0,1
SHP-198391,2024-12-13,2024,12,4,FedEx,Tokyo,Tokyo,Machinery,Air Freight,Enterprise,DDP,WH-South,Analyst_A,4,3,0,1,1425.55,724.77,0.0,0,0
SHP-832618,2022-04-27,2022,4,2,Kuehne+Nagel,New York,Dubai,Chemicals,Rail,Startup,CIF,WH-Central,Analyst_A,11,11,0,1,560.28,908.34,0.0,1,0
SHP-487240,2023-09-19,2023,9,3,DHL,Hamburg,New York,Automotive,Road,Startup,DAP,WH-East,Analyst_D,6,8,2,0,3282.37,719.1,7.19,0,1
SHP-757435,2022-10-25,2022,10,4,FedEx,New York,Singapore,Chemicals,Air Freight,SMB,EXW,WH-West,Analyst_D,4,4,0,1,4971.15,1377.32,0.0,0,1
SHP-549323,2024-07-01,2024,7,3,CMA CGM,Tokyo,New York,Automotive,Road,SMB,DDP,WH-East,Analyst_D,6,6,0,1,13362.62,1191.66,0.0,0,1
SHP-997644,2024-05-14,2024,5,2,Maersk,Hamburg,Los Angeles,Machinery,Air Freight,Startup,CIF,WH-West,Analyst_B,5,5,0,1,4500.23,1130.4,0.0,0,1
SHP-582873,2023-01-22,2023,1,1,DHL,Dubai,Tokyo,Consumer Goods,Road,Government,DAP,WH-East,Analyst_A,6,5,0,1,13371.77,933.12,0.0,0,1
SHP-472379,2022-08-31,2022,8,3,FedEx,Dubai,Singapore,Electronics,Air Freight,Government,CIF,WH-West,Analyst_B,3,2,0,1,8075.93,1901.01,0.0,0,1
SHP-641847,2022-06-24,2022,6,2,CMA CGM,Hamburg,Mumbai,Machinery,Air Freight,Enterprise,EXW,WH-Central,Analyst_D,4,4,0,1,1588.87,887.99,0.0,0,1
SHP-285009,2023-01-26,2023,1,1,DB Schenker,Tokyo,Tokyo,Pharma,Rail,Government,CIF,WH-North,Analyst_E,12,11,0,1,629.89,714.41,0.0,0,0
SHP-524882,2022-10-10,2022,10,4,Maersk,Hamburg,Los Angeles,Machinery,Sea Freight,Government,FOB,WH-West,Analyst_E,21,20,0,1,15710.39,1314.12,0.0,0,1
SHP-906003,2024-08-10,2024,8,3,Kuehne+Nagel,Dubai,Toronto,Perishables,Sea Freight,SMB,FOB,WH-Central,Analyst_E,21,21,0,1,70834.02,3750.85,0.0,0,1
SHP-977060,2022-04-27,2022,4,2,DB Schenker,Rotterdam,Tokyo,Automotive,Air Freight,SMB,DAP,WH-West,Analyst_D,4,3,0,1,183500.0,22984.04,0.0,0,1
SHP-459070,2024-06-15,2024,6,2,DHL,Hamburg,Hamburg,Machinery,Road,Government,FOB,WH-East,Analyst_C,5,4,0,1,25862.24,2048.33,0.0,0,1
SHP-521823,2023-07-03,2023,7,3,UPS,Busan,Dubai,Textiles,Sea Freight,Startup,DDP,WH-North,Analyst_B,21,21,0,1,54192.57,2769.42,0.0,0,1
SHP-201821,2022-10-21,2022,10,4,XPO Logistics,Rotterdam,Mumbai,Perishables,Rail,Startup,CIF,WH-North,Analyst_C,9,8,0,1,13212.1,1411.1,0.0,0,1
SHP-358394,2022-11-22,2022,11,4,Maersk,London,Hamburg,Automotive,Road,SMB,FOB,WH-North,Analyst_E,7,7,0,1,10540.15,1296.33,0.0,0,1
SHP-768272,2022-05-22,2022,5,2,Maersk,London,Tokyo,Consumer Goods,Air Freight,Startup,FOB,WH-Central,Analyst_B,3,3,0,1,8040.84,1749.69,0.0,0,1
SHP-831666,2023-11-25,2023,11,4,DB Schenker,Rotterdam,Singapore,Textiles,Air Freight,SMB,CIF,WH-West,Analyst_D,2,1,0,1,5913.94,1267.09,0.0,0,1
SHP-557496,2023-03-31,2023,3,1,CMA CGM,Busan,New York,Machinery,Sea Freight,Startup,EXW,WH-East,Analyst_A,22,21,0,1,16239.92,1550.13,0.0,0,1
SHP-499654,2022-08-04,2022,8,3,FedEx,Busan,Singapore,Machinery,Air Freight,SMB,DAP,WH-Central,Analyst_D,4,4,0,1,3285.63,1165.41,0.0,0,1
SHP-934938,2023-05-31,2023,5,2,DB Schenker,Shanghai,London,Electronics,Air Freight,SMB,DDP,WH-West,Analyst_A,5,12,7,0,5575.15,1387.54,58.28,0,1
SHP-169923,2022-10-19,2022,10,4,Kuehne+Nagel,Tokyo,Singapore,Electronics,Sea Freight,Government,DDP,WH-North,Analyst_A,22,21,0,1,1294.42,1051.06,0.0,0,1
SHP-499433,2023-10-15,2023,10,4,DB Schenker,London,New York,Consumer Goods,Air Freight,Startup,DAP,WH-South,Analyst_A,4,29,25,0,13466.64,2590.94,215.91,0,1
SHP-495836,2024-09-26,2024,9,3,Maersk,Tokyo,Dubai,Pharma,Rail,SMB,CIF,WH-East,Analyst_B,11,10,0,1,1765.09,699.69,0.0,0,1
SHP-970056,2022-08-11,2022,8,3,DB Schenker,Tokyo,Mumbai,Machinery,Rail,Enterprise,FOB,WH-East,Analyst_B,9,8,0,1,7207.06,881.66,0.0,0,0
