Transaction_ID,Date,Year,Month,Quarter,Department,Category,Transaction_Type,Source_System,Region,Currency,Analyst,Expected_Amount,Actual_Amount,Discrepancy,Discrepancy_Pct,Status
TXN-025628,2022-05-01,2022,May,Q2,IT,Revenue,Credit,Manual Entry,Europe,EUR,B. Mensah,307882.72,307812.18,-70.54,-0.02,Reconciled
TXN-025629,2024-04-16,2024,Apr,Q2,Sales,Accounts Receivable,Credit,ERP System,North America,NGN,B. Mensah,118863.28,121319.27,2455.99,2.07,Under Review
TXN-025630,2023-07-24,2023,Jul,Q3,Logistics,Capital Expenditure,Debit,ERP System,Middle East & Africa,USD,A. Okafor,174296.51,174221.48,-75.03,-0.04,Reconciled
TXN-025631,2022-02-12,2022,Feb,Q1,Sales,Cost of Goods Sold,Debit,Manual Entry,Middle East & Africa,USD,E. Nwosu,93107.91,93040.05,-67.86,-0.07,Reconciled
TXN-025632,2022-03-13,2022,Mar,Q1,Finance,Operating Expense,Debit,POS System,Asia Pacific,NGN,H. Balogun,15933.1,15941.54,8.44,0.05,Reconciled
TXN-025633,2022-04-01,2022,Apr,Q2,Procurement,Accounts Receivable,Credit,Manual Entry,Asia Pacific,USD,H. Balogun,94245.56,88349.54,-5896.02,-6.26,Flagged
TXN-025634,2023-05-06,2023,May,Q2,Operations,Payroll,Debit,Bank Statement,Middle East & Africa,NGN,F. Diallo,119894.69,119963.8,69.11,0.06,Reconciled
TXN-025635,2024-01-19,2024,Jan,Q1,Marketing,Operating Expense,Debit,ERP System,Middle East & Africa,USD,B. Mensah,26994.08,26987.57,-6.51,-0.02,Reconciled
TXN-025636,2024-09-24,2024,Sep,Q3,Logistics,Revenue,Credit,ERP System,Asia Pacific,USD,F. Diallo,56315.33,56238.33,-77.0,-0.14,Reconciled
TXN-025637,2023-01-18,2023,Jan,Q1,Logistics,Payroll,Debit,Third-Party API,Middle East & Africa,EUR,H. Balogun,34445.04,33402.78,-1042.26,-3.03,Under Review
TXN-025638,2024-03-15,2024,Mar,Q1,Operations,Accounts Payable,Debit,POS System,Latin America,NGN,D. Adeyemi,36570.89,33948.38,-2622.51,-7.17,Flagged
TXN-025639,2022-06-19,2022,Jun,Q2,Operations,Payroll,Debit,ERP System,Asia Pacific,AUD,B. Mensah,3858.38,3863.03,4.65,0.12,Reconciled
TXN-025640,2024-07-06,2024,Jul,Q3,IT,Accounts Payable,Debit,Manual Entry,Latin America,EUR,B. Mensah,8961.25,8540.18,-421.07,-4.7,Under Review
TXN-025641,2022-05-31,2022,May,Q2,Operations,Accounts Payable,Debit,Manual Entry,Asia Pacific,USD,E. Nwosu,37868.5,37946.94,78.44,0.21,Reconciled
TXN-025642,2023-03-07,2023,Mar,Q1,Sales,Operating Expense,Debit,Bank Statement,Europe,EUR,E. Nwosu,71332.55,71392.0,59.45,0.08,Reconciled
TXN-025643,2023-03-27,2023,Mar,Q1,Procurement,Operating Expense,Debit,Bank Statement,Asia Pacific,EUR,B. Mensah,3406.99,3407.93,0.94,0.03,Reconciled
TXN-025644,2023-10-05,2023,Oct,Q4,Operations,Accounts Receivable,Credit,Manual Entry,Asia Pacific,EUR,C. Eze,44815.02,44814.58,-0.44,-0.0,Reconciled
TXN-025645,2024-02-19,2024,Feb,Q1,Procurement,Operating Expense,Debit,Bank Statement,Europe,AUD,F. Diallo,75718.1,75745.93,27.83,0.04,Reconciled
TXN-025646,2022-01-23,2022,Jan,Q1,Logistics,Tax & Compliance,Debit,Bank Statement,Latin America,GBP,F. Diallo,27508.64,26196.67,-1311.97,-4.77,Under Review
TXN-025647,2023-01-02,2023,Jan,Q1,Finance,Payroll,Debit,ERP System,North America,AUD,A. Okafor,133204.0,127530.56,-5673.44,-4.26,Under Review
TXN-025648,2023-10-13,2023,Oct,Q4,Finance,Operating Expense,Debit,Manual Entry,Middle East & Africa,USD,B. Mensah,78179.94,78260.75,80.81,0.1,Reconciled
TXN-025649,2024-03-30,2024,Mar,Q1,IT,Tax & Compliance,Debit,ERP System,Middle East & Africa,GBP,D. Adeyemi,32174.46,32157.13,-17.33,-0.05,Reconciled
TXN-025650,2022-08-27,2022,Aug,Q3,Operations,Capital Expenditure,Debit,ERP System,Latin America,USD,C. Eze,278411.75,278130.69,-281.06,-0.1,Reconciled
TXN-025651,2023-03-10,2023,Mar,Q1,HR,Accounts Receivable,Credit,ERP System,Asia Pacific,USD,F. Diallo,119065.35,107611.99,-11453.36,-9.62,Flagged
TXN-025652,2023-12-05,2023,Dec,Q4,Logistics,Accounts Payable,Debit,POS System,North America,USD,B. Mensah,42732.83,42667.49,-65.34,-0.15,Reconciled
TXN-025653,2024-07-30,2024,Jul,Q3,IT,Operating Expense,Debit,ERP System,Latin America,EUR,D. Adeyemi,28756.56,28790.45,33.89,0.12,Reconciled
TXN-025654,2023-06-25,2023,Jun,Q2,Sales,Operating Expense,Debit,Bank Statement,North America,GBP,A. Okafor,18262.68,18259.97,-2.71,-0.01,Reconciled
TXN-025655,2023-09-25,2023,Sep,Q3,IT,Accounts Receivable,Credit,Manual Entry,Asia Pacific,USD,B. Mensah,43492.59,43523.47,30.88,0.07,Reconciled
TXN-025656,2022-07-17,2022,Jul,Q3,Operations,Cost of Goods Sold,Debit,Bank Statement,North America,EUR,H. Balogun,135059.99,129538.19,-5521.8,-4.09,Under Review
TXN-025657,2023-04-27,2023,Apr,Q2,Sales,Cost of Goods Sold,Debit,Manual Entry,Middle East & Africa,USD,F. Diallo,52197.41,52248.51,51.1,0.1,Reconciled
TXN-025658,2024-05-18,2024,May,Q2,Operations,Tax & Compliance,Debit,ERP System,North America,EUR,C. Eze,21321.73,21337.36,15.63,0.07,Reconciled
TXN-025659,2023-06-07,2023,Jun,Q2,Logistics,Revenue,Credit,POS System,Asia Pacific,USD,A. Okafor,122623.35,117708.82,-4914.53,-4.01,Under Review
TXN-025660,2023-10-13,2023,Oct,Q4,Sales,Accounts Payable,Debit,Bank Statement,North America,USD,G. Asante,37821.14,37773.28,-47.86,-0.13,Reconciled
TXN-025661,2024-08-16,2024,Aug,Q3,Marketing,Accounts Receivable,Credit,Bank Statement,Asia Pacific,GBP,H. Balogun,24411.88,24381.5,-30.38,-0.12,Reconciled
TXN-025662,2023-03-13,2023,Mar,Q1,HR,Tax & Compliance,Debit,Bank Statement,Asia Pacific,USD,E. Nwosu,43936.16,43957.63,21.47,0.05,Reconciled
TXN-025663,2024-05-06,2024,May,Q2,Logistics,Revenue,Credit,Manual Entry,Europe,NGN,A. Okafor,368004.52,367486.85,-517.67,-0.14,Reconciled
TXN-025664,2022-11-10,2022,Nov,Q4,HR,Cost of Goods Sold,Debit,ERP System,North America,USD,E. Nwosu,87955.89,87958.54,2.65,0.0,Reconciled
TXN-025665,2022-01-19,2022,Jan,Q1,Logistics,Revenue,Credit,Bank Statement,Asia Pacific,USD,B. Mensah,494315.93,505116.32,10800.39,2.18,Under Review
TXN-025666,2024-03-28,2024,Mar,Q1,IT,Cost of Goods Sold,Debit,Manual Entry,Middle East & Africa,EUR,D. Adeyemi,133537.56,133604.98,67.42,0.05,Reconciled
TXN-025667,2022-05-02,2022,May,Q2,Finance,Accounts Receivable,Credit,Bank Statement,North America,AUD,C. Eze,80094.93,87821.23,7726.3,9.65,Flagged
TXN-025668,2022-03-13,2022,Mar,Q1,IT,Operating Expense,Debit,ERP System,Latin America,GBP,D. Adeyemi,49576.55,49677.26,100.71,0.2,Reconciled
TXN-025669,2024-12-14,2024,Dec,Q4,Operations,Cost of Goods Sold,Debit,Third-Party API,Europe,USD,B. Mensah,102982.74,103031.6,48.86,0.05,Reconciled
TXN-025670,2023-04-05,2023,Apr,Q2,HR,Tax & Compliance,Debit,Bank Statement,Middle East & Africa,EUR,C. Eze,11488.92,11468.27,-20.65,-0.18,Reconciled
TXN-025671,2022-06-18,2022,Jun,Q2,HR,Accounts Receivable,Credit,ERP System,Middle East & Africa,AUD,G. Asante,53862.88,56788.59,2925.71,5.43,Flagged
TXN-025672,2023-08-05,2023,Aug,Q3,IT,Revenue,Credit,Third-Party API,North America,EUR,C. Eze,409134.15,417762.32,8628.17,2.11,Under Review
TXN-025673,2023-09-21,2023,Sep,Q3,Operations,Tax & Compliance,Debit,ERP System,Europe,USD,B. Mensah,13254.28,13238.63,-15.65,-0.12,Reconciled
TXN-025674,2022-01-26,2022,Jan,Q1,Logistics,Cost of Goods Sold,Debit,ERP System,Asia Pacific,USD,H. Balogun,157244.62,157113.76,-130.86,-0.08,Reconciled
TXN-025675,2023-12-22,2023,Dec,Q4,IT,Operating Expense,Debit,Manual Entry,Asia Pacific,EUR,B. Mensah,1802.98,1801.81,-1.17,-0.06,Reconciled
TXN-025676,2024-10-30,2024,Oct,Q4,Marketing,Cost of Goods Sold,Debit,Manual Entry,Asia Pacific,USD,B. Mensah,120850.12,120848.67,-1.45,-0.0,Reconciled
TXN-025677,2022-05-01,2022,May,Q2,IT,Accounts Receivable,Credit,Manual Entry,North America,USD,F. Diallo,71648.62,71535.91,-112.71,-0.16,Reconciled
TXN-025678,2022-05-06,2022,May,Q2,IT,Accounts Payable,Debit,Bank Statement,Latin America,NGN,A. Okafor,59431.64,59918.41,486.77,0.82,Under Review
TXN-025679,2023-07-03,2023,Jul,Q3,Operations,Payroll,Debit,POS System,Asia Pacific,EUR,G. Asante,135946.22,135787.06,-159.16,-0.12,Reconciled
TXN-025680,2024-12-28,2024,Dec,Q4,Finance,Revenue,Credit,ERP System,Asia Pacific,USD,G. Asante,356377.83,356199.87,-177.96,-0.05,Reconciled
TXN-025681,2022-10-24,2022,Oct,Q4,HR,Accounts Receivable,Credit,Bank Statement,Europe,USD,E. Nwosu,86821.26,86927.2,105.94,0.12,Reconciled
TXN-025682,2023-11-17,2023,Nov,Q4,Sales,Operating Expense,Debit,POS System,Europe,GBP,F. Diallo,39666.77,39710.14,43.37,0.11,Reconciled
TXN-025683,2024-08-30,2024,Aug,Q3,Operations,Operating Expense,Debit,ERP System,Asia Pacific,USD,E. Nwosu,20407.71,20588.27,180.56,0.88,Under Review
TXN-025684,2024-12-04,2024,Dec,Q4,Logistics,Accounts Payable,Debit,ERP System,North America,EUR,C. Eze,87128.44,87148.73,20.29,0.02,Reconciled
TXN-025685,2023-09-27,2023,Sep,Q3,Logistics,Payroll,Debit,Bank Statement,Asia Pacific,GBP,C. Eze,62906.86,61235.52,-1671.34,-2.66,Under Review
TXN-025686,2023-01-17,2023,Jan,Q1,Operations,Revenue,Credit,Third-Party API,North America,EUR,G. Asante,384273.8,384617.18,343.38,0.09,Reconciled
TXN-025687,2024-11-16,2024,Nov,Q4,Operations,Revenue,Credit,ERP System,North America,USD,G. Asante,432017.38,482602.54,50585.16,11.71,Flagged
TXN-025688,2023-12-06,2023,Dec,Q4,IT,Cost of Goods Sold,Debit,ERP System,North America,USD,H. Balogun,151632.53,156691.7,5059.17,3.34,Under Review
TXN-025689,2023-05-12,2023,May,Q2,IT,Revenue,Credit,ERP System,Latin America,GBP,G. Asante,44617.08,44682.55,65.47,0.15,Reconciled
TXN-025690,2024-05-01,2024,May,Q2,Operations,Accounts Payable,Debit,Bank Statement,North America,USD,D. Adeyemi,69612.98,69616.84,3.86,0.01,Reconciled
TXN-025691,2023-12-08,2023,Dec,Q4,HR,Revenue,Credit,Third-Party API,Europe,NGN,B. Mensah,72412.63,72469.41,56.78,0.08,Reconciled
TXN-025692,2024-12-08,2024,Dec,Q4,Sales,Accounts Receivable,Credit,ERP System,Latin America,NGN,B. Mensah,45610.36,45613.25,2.89,0.01,Reconciled
TXN-025693,2022-05-01,2022,May,Q2,Finance,Revenue,Credit,ERP System,Europe,USD,B. Mensah,245074.46,244999.38,-75.08,-0.03,Reconciled
TXN-025694,2023-09-18,2023,Sep,Q3,Procurement,Accounts Payable,Debit,Third-Party API,Latin America,USD,E. Nwosu,50051.63,51659.75,1608.12,3.21,Under Review
TXN-025695,2023-06-10,2023,Jun,Q2,HR,Cost of Goods Sold,Debit,POS System,Latin America,USD,F. Diallo,121259.53,121135.67,-123.86,-0.1,Reconciled
TXN-025696,2024-12-02,2024,Dec,Q4,HR,Tax & Compliance,Debit,ERP System,North America,USD,H. Balogun,12449.06,12233.34,-215.72,-1.73,Under Review
TXN-025697,2024-01-22,2024,Jan,Q1,Marketing,Operating Expense,Debit,Bank Statement,Middle East & Africa,USD,H. Balogun,55497.81,55445.28,-52.53,-0.09,Reconciled
TXN-025698,2022-04-06,2022,Apr,Q2,Procurement,Revenue,Credit,ERP System,Asia Pacific,AUD,E. Nwosu,222542.37,222596.43,54.06,0.02,Reconciled
TXN-025699,2022-01-27,2022,Jan,Q1,Procurement,Capital Expenditure,Debit,ERP System,Latin America,EUR,C. Eze,351486.46,331237.77,-20248.69,-5.76,Flagged
TXN-025700,2024-04-15,2024,Apr,Q2,Operations,Accounts Payable,Debit,Bank Statement,North America,AUD,D. Adeyemi,63597.23,63617.94,20.71,0.03,Reconciled
TXN-025701,2023-05-02,2023,May,Q2,Sales,Cost of Goods Sold,Debit,Third-Party API,North America,NGN,C. Eze,193732.12,193451.44,-280.68,-0.14,Reconciled
TXN-025702,2022-08-28,2022,Aug,Q3,HR,Accounts Payable,Debit,ERP System,Europe,EUR,C. Eze,43995.58,44099.93,104.35,0.24,Reconciled
TXN-025703,2022-03-08,2022,Mar,Q1,HR,Operating Expense,Debit,Bank Statement,Middle East & Africa,AUD,B. Mensah,45362.2,49156.14,3793.94,8.36,Flagged
TXN-025704,2022-08-19,2022,Aug,Q3,Finance,Capital Expenditure,Debit,Manual Entry,North America,GBP,E. Nwosu,218843.49,218786.38,-57.11,-0.03,Reconciled
TXN-025705,2022-12-17,2022,Dec,Q4,Procurement,Tax & Compliance,Debit,Third-Party API,Europe,AUD,B. Mensah,28034.31,28689.89,655.58,2.34,Under Review
TXN-025706,2024-01-31,2024,Jan,Q1,Procurement,Accounts Receivable,Credit,Third-Party API,Asia Pacific,EUR,H. Balogun,23828.71,23839.79,11.08,0.05,Reconciled
TXN-025707,2024-05-12,2024,May,Q2,HR,Cost of Goods Sold,Debit,Manual Entry,Europe,USD,H. Balogun,71131.53,71026.31,-105.22,-0.15,Reconciled
TXN-025708,2022-12-23,2022,Dec,Q4,Procurement,Revenue,Credit,Manual Entry,North America,GBP,E. Nwosu,346927.27,397105.29,50178.02,14.46,Flagged
TXN-025709,2024-12-01,2024,Dec,Q4,Operations,Accounts Payable,Debit,ERP System,Europe,NGN,C. Eze,87156.64,92829.4,5672.76,6.51,Flagged
TXN-025710,2024-10-26,2024,Oct,Q4,Finance,Accounts Payable,Debit,Manual Entry,Europe,EUR,F. Diallo,32649.54,32667.34,17.8,0.05,Reconciled
TXN-025711,2022-11-25,2022,Nov,Q4,HR,Revenue,Credit,Bank Statement,North America,EUR,D. Adeyemi,452520.75,452664.74,143.99,0.03,Reconciled
TXN-025712,2024-06-29,2024,Jun,Q2,IT,Revenue,Credit,Manual Entry,North America,GBP,H. Balogun,418916.93,419383.56,466.63,0.11,Reconciled
TXN-025713,2022-12-04,2022,Dec,Q4,Logistics,Accounts Payable,Debit,ERP System,Middle East & Africa,USD,C. Eze,49457.93,48345.39,-1112.54,-2.25,Under Review
TXN-025714,2024-12-28,2024,Dec,Q4,Finance,Payroll,Debit,Manual Entry,Asia Pacific,EUR,G. Asante,3789.67,3784.18,-5.49,-0.14,Reconciled
TXN-025715,2024-05-31,2024,May,Q2,IT,Operating Expense,Debit,Bank Statement,Asia Pacific,USD,E. Nwosu,31404.78,31439.42,34.64,0.11,Reconciled
TXN-025716,2023-06-23,2023,Jun,Q2,Marketing,Accounts Payable,Debit,Bank Statement,North America,GBP,C. Eze,65766.33,71840.82,6074.49,9.24,Flagged
TXN-025717,2024-01-07,2024,Jan,Q1,Operations,Cost of Goods Sold,Debit,ERP System,Europe,USD,F. Diallo,64706.97,55801.03,-8905.94,-13.76,Flagged
TXN-025718,2023-03-19,2023,Mar,Q1,Finance,Cost of Goods Sold,Debit,Manual Entry,Asia Pacific,AUD,A. Okafor,169380.0,169396.53,16.53,0.01,Reconciled
TXN-025719,2024-07-12,2024,Jul,Q3,IT,Accounts Payable,Debit,Manual Entry,North America,GBP,A. Okafor,28255.89,28279.17,23.28,0.08,Reconciled
TXN-025720,2024-07-08,2024,Jul,Q3,Procurement,Payroll,Debit,ERP System,Latin America,NGN,B. Mensah,60646.69,60618.48,-28.21,-0.05,Reconciled
TXN-025721,2022-02-20,2022,Feb,Q1,HR,Cost of Goods Sold,Debit,Bank Statement,Middle East & Africa,AUD,E. Nwosu,192081.44,192189.83,108.39,0.06,Reconciled
TXN-025722,2022-05-29,2022,May,Q2,Finance,Accounts Receivable,Credit,Third-Party API,North America,USD,H. Balogun,87833.22,87689.3,-143.92,-0.16,Reconciled
TXN-025723,2023-01-03,2023,Jan,Q1,Logistics,Accounts Receivable,Credit,ERP System,Asia Pacific,USD,E. Nwosu,18220.4,20272.63,2052.23,11.26,Flagged
TXN-025724,2023-08-03,2023,Aug,Q3,Logistics,Revenue,Credit,ERP System,North America,USD,H. Balogun,342988.18,342998.81,10.63,0.0,Reconciled
TXN-025725,2023-10-18,2023,Oct,Q4,Logistics,Cost of Goods Sold,Debit,POS System,North America,USD,B. Mensah,118552.24,118465.0,-87.24,-0.07,Reconciled
TXN-025726,2022-03-17,2022,Mar,Q1,Sales,Capital Expenditure,Debit,Third-Party API,Asia Pacific,USD,F. Diallo,857682.64,837306.63,-20376.01,-2.38,Under Review
TXN-025727,2022-08-15,2022,Aug,Q3,HR,Revenue,Credit,Bank Statement,Europe,USD,G. Asante,133244.67,133109.72,-134.95,-0.1,Reconciled
TXN-025728,2024-08-16,2024,Aug,Q3,Finance,Operating Expense,Debit,Manual Entry,Asia Pacific,USD,F. Diallo,50577.26,50672.98,95.72,0.19,Reconciled
TXN-025729,2023-08-15,2023,Aug,Q3,HR,Cost of Goods Sold,Debit,ERP System,Europe,USD,D. Adeyemi,49101.4,49064.93,-36.47,-0.07,Reconciled
TXN-025730,2022-01-24,2022,Jan,Q1,IT,Tax & Compliance,Debit,Third-Party API,Europe,GBP,C. Eze,42046.56,42075.76,29.2,0.07,Reconciled
TXN-025731,2022-01-28,2022,Jan,Q1,Finance,Operating Expense,Debit,Bank Statement,North America,USD,B. Mensah,42756.67,42808.16,51.49,0.12,Reconciled
TXN-025732,2022-05-01,2022,May,Q2,Finance,Accounts Payable,Debit,ERP System,Latin America,EUR,C. Eze,76953.96,76947.16,-6.8,-0.01,Reconciled
TXN-025733,2024-05-02,2024,May,Q2,Procurement,Operating Expense,Debit,ERP System,North America,USD,F. Diallo,45122.03,45153.19,31.16,0.07,Reconciled
TXN-025734,2023-09-16,2023,Sep,Q3,Logistics,Payroll,Debit,Bank Statement,Asia Pacific,USD,E. Nwosu,145019.95,137895.72,-7124.23,-4.91,Under Review
TXN-025735,2024-06-08,2024,Jun,Q2,Logistics,Accounts Payable,Debit,Manual Entry,Europe,EUR,B. Mensah,19023.81,19038.19,14.38,0.08,Reconciled
TXN-025736,2022-01-31,2022,Jan,Q1,Finance,Capital Expenditure,Debit,Third-Party API,Asia Pacific,NGN,C. Eze,416104.45,416341.97,237.52,0.06,Reconciled
TXN-025737,2024-05-19,2024,May,Q2,Logistics,Accounts Payable,Debit,ERP System,North America,USD,C. Eze,46938.88,46906.35,-32.53,-0.07,Reconciled
TXN-025738,2022-02-19,2022,Feb,Q1,Sales,Revenue,Credit,POS System,North America,USD,E. Nwosu,421349.76,421686.15,336.39,0.08,Reconciled
TXN-025739,2023-12-27,2023,Dec,Q4,Procurement,Tax & Compliance,Debit,Third-Party API,North America,EUR,G. Asante,1263.88,1261.85,-2.03,-0.16,Reconciled
TXN-025740,2023-01-24,2023,Jan,Q1,Sales,Operating Expense,Debit,POS System,North America,NGN,B. Mensah,55983.57,55870.45,-113.12,-0.2,Reconciled
TXN-025741,2024-08-01,2024,Aug,Q3,IT,Accounts Payable,Debit,ERP System,Middle East & Africa,USD,E. Nwosu,4006.06,3812.15,-193.91,-4.84,Under Review
TXN-025742,2024-10-11,2024,Oct,Q4,Sales,Revenue,Credit,ERP System,North America,USD,H. Balogun,157556.37,157649.58,93.21,0.06,Reconciled
TXN-025743,2023-04-20,2023,Apr,Q2,Marketing,Accounts Payable,Debit,Third-Party API,North America,EUR,A. Okafor,45421.81,45431.29,9.48,0.02,Reconciled
TXN-025744,2024-01-26,2024,Jan,Q1,Operations,Revenue,Credit,ERP System,Middle East & Africa,USD,F. Diallo,358898.72,373155.96,14257.24,3.97,Under Review
TXN-025745,2023-08-26,2023,Aug,Q3,Sales,Payroll,Debit,Bank Statement,Latin America,GBP,H. Balogun,24984.14,25008.11,23.97,0.1,Reconciled
TXN-025746,2024-07-14,2024,Jul,Q3,Finance,Capital Expenditure,Debit,Bank Statement,North America,USD,H. Balogun,175473.31,175612.43,139.12,0.08,Reconciled
TXN-025747,2024-10-26,2024,Oct,Q4,HR,Cost of Goods Sold,Debit,ERP System,Middle East & Africa,NGN,E. Nwosu,127868.8,127854.97,-13.83,-0.01,Reconciled
TXN-025748,2024-03-03,2024,Mar,Q1,Logistics,Revenue,Credit,ERP System,Asia Pacific,GBP,C. Eze,57013.41,58270.09,1256.68,2.2,Under Review
TXN-025749,2023-02-16,2023,Feb,Q1,Procurement,Tax & Compliance,Debit,Manual Entry,North America,GBP,H. Balogun,17531.65,17529.2,-2.45,-0.01,Reconciled
TXN-025750,2023-10-24,2023,Oct,Q4,Procurement,Revenue,Credit,Bank Statement,North America,EUR,G. Asante,227075.83,227083.18,7.35,0.0,Reconciled
TXN-025751,2022-07-10,2022,Jul,Q3,Procurement,Payroll,Debit,ERP System,Middle East & Africa,GBP,E. Nwosu,79558.17,79503.1,-55.07,-0.07,Reconciled
TXN-025752,2024-02-25,2024,Feb,Q1,HR,Cost of Goods Sold,Debit,Bank Statement,Europe,NGN,H. Balogun,26015.08,26035.49,20.41,0.08,Reconciled
TXN-025753,2023-08-08,2023,Aug,Q3,Logistics,Revenue,Credit,Bank Statement,Europe,EUR,E. Nwosu,215936.82,229192.76,13255.94,6.14,Flagged
TXN-025754,2024-08-16,2024,Aug,Q3,Sales,Revenue,Credit,ERP System,Latin America,GBP,E. Nwosu,73005.83,73023.68,17.85,0.02,Reconciled
TXN-025755,2023-05-15,2023,May,Q2,IT,Revenue,Credit,POS System,Middle East & Africa,USD,E. Nwosu,251904.17,251647.43,-256.74,-0.1,Reconciled
TXN-025756,2023-08-03,2023,Aug,Q3,Marketing,Payroll,Debit,Manual Entry,North America,USD,F. Diallo,96686.8,96577.37,-109.43,-0.11,Reconciled
TXN-025757,2024-03-26,2024,Mar,Q1,Operations,Cost of Goods Sold,Debit,ERP System,Europe,NGN,F. Diallo,157474.07,157568.16,94.09,0.06,Reconciled
TXN-025758,2024-12-22,2024,Dec,Q4,Finance,Accounts Payable,Debit,ERP System,North America,AUD,A. Okafor,40009.35,40368.34,358.99,0.9,Under Review
TXN-025759,2024-02-19,2024,Feb,Q1,IT,Revenue,Credit,POS System,Middle East & Africa,USD,A. Okafor,465105.97,466040.63,934.66,0.2,Reconciled
TXN-025760,2024-07-31,2024,Jul,Q3,Procurement,Tax & Compliance,Debit,Manual Entry,Europe,USD,C. Eze,14487.8,14507.34,19.54,0.13,Reconciled
TXN-025761,2022-09-22,2022,Sep,Q3,Finance,Revenue,Credit,Manual Entry,North America,USD,F. Diallo,407339.48,363947.27,-43392.21,-10.65,Flagged
TXN-025762,2022-01-07,2022,Jan,Q1,Logistics,Accounts Receivable,Credit,ERP System,Asia Pacific,EUR,F. Diallo,39104.45,39128.05,23.6,0.06,Reconciled
TXN-025763,2023-11-26,2023,Nov,Q4,Sales,Revenue,Credit,Third-Party API,Europe,GBP,H. Balogun,297244.8,296930.73,-314.07,-0.11,Reconciled
TXN-025764,2024-09-18,2024,Sep,Q3,Marketing,Revenue,Credit,ERP System,Europe,EUR,F. Diallo,211488.31,211352.46,-135.85,-0.06,Reconciled
TXN-025765,2024-07-06,2024,Jul,Q3,Logistics,Cost of Goods Sold,Debit,Third-Party API,North America,EUR,F. Diallo,8087.48,5472.29,-2615.19,-32.34,Flagged
TXN-025766,2024-01-18,2024,Jan,Q1,IT,Revenue,Credit,ERP System,North America,EUR,D. Adeyemi,117464.57,117403.59,-60.98,-0.05,Reconciled
TXN-025767,2022-05-26,2022,May,Q2,Marketing,Accounts Receivable,Credit,Third-Party API,Latin America,AUD,A. Okafor,52060.55,52027.9,-32.65,-0.06,Reconciled
TXN-025768,2022-08-29,2022,Aug,Q3,Operations,Revenue,Credit,ERP System,North America,USD,C. Eze,44223.79,44290.41,66.62,0.15,Reconciled
TXN-025769,2024-05-06,2024,May,Q2,Marketing,Revenue,Credit,POS System,Latin America,AUD,D. Adeyemi,97326.74,102758.72,5431.98,5.58,Flagged
TXN-025770,2022-10-14,2022,Oct,Q4,Logistics,Revenue,Credit,ERP System,Asia Pacific,USD,C. Eze,150636.73,143296.3,-7340.43,-4.87,Under Review
TXN-025771,2024-08-09,2024,Aug,Q3,Procurement,Accounts Payable,Debit,Manual Entry,North America,USD,B. Mensah,32334.75,32333.76,-0.99,-0.0,Reconciled
TXN-025772,2022-01-26,2022,Jan,Q1,Marketing,Tax & Compliance,Debit,Third-Party API,Asia Pacific,USD,E. Nwosu,20258.72,20259.85,1.13,0.01,Reconciled
TXN-025773,2023-03-28,2023,Mar,Q1,Sales,Capital Expenditure,Debit,Bank Statement,North America,USD,A. Okafor,72116.72,72201.32,84.6,0.12,Reconciled
TXN-025774,2022-04-16,2022,Apr,Q2,IT,Capital Expenditure,Debit,Bank Statement,North America,EUR,D. Adeyemi,889008.51,890206.03,1197.52,0.13,Reconciled
TXN-025775,2022-08-28,2022,Aug,Q3,Operations,Accounts Receivable,Credit,POS System,Asia Pacific,USD,C. Eze,51535.58,51425.6,-109.98,-0.21,Reconciled
TXN-025776,2022-11-28,2022,Nov,Q4,IT,Capital Expenditure,Debit,ERP System,Latin America,EUR,G. Asante,256489.6,267469.88,10980.28,4.28,Under Review
TXN-025777,2024-06-30,2024,Jun,Q2,Procurement,Operating Expense,Debit,Bank Statement,Europe,USD,H. Balogun,575.02,574.58,-0.44,-0.08,Reconciled
TXN-025778,2024-12-01,2024,Dec,Q4,Sales,Cost of Goods Sold,Debit,Bank Statement,North America,GBP,A. Okafor,56531.36,53813.69,-2717.67,-4.81,Under Review
TXN-025779,2023-10-07,2023,Oct,Q4,Finance,Cost of Goods Sold,Debit,Bank Statement,Latin America,USD,B. Mensah,30294.82,30273.97,-20.85,-0.07,Reconciled
TXN-025780,2022-02-04,2022,Feb,Q1,IT,Cost of Goods Sold,Debit,ERP System,North America,GBP,F. Diallo,9658.69,9654.59,-4.1,-0.04,Reconciled
TXN-025781,2024-05-25,2024,May,Q2,HR,Cost of Goods Sold,Debit,ERP System,Latin America,USD,C. Eze,5448.1,5443.35,-4.75,-0.09,Reconciled
TXN-025782,2023-01-19,2023,Jan,Q1,Procurement,Operating Expense,Debit,ERP System,Asia Pacific,NGN,E. Nwosu,73747.52,73716.38,-31.14,-0.04,Reconciled
TXN-025783,2024-03-21,2024,Mar,Q1,Operations,Revenue,Credit,ERP System,Latin America,AUD,A. Okafor,68947.45,68927.14,-20.31,-0.03,Reconciled
TXN-025784,2024-01-18,2024,Jan,Q1,Operations,Cost of Goods Sold,Debit,ERP System,North America,USD,G. Asante,138079.44,132935.86,-5143.58,-3.73,Under Review
TXN-025785,2024-08-16,2024,Aug,Q3,HR,Revenue,Credit,ERP System,Middle East & Africa,USD,F. Diallo,437490.6,437760.23,269.63,0.06,Reconciled
TXN-025786,2024-11-22,2024,Nov,Q4,HR,Accounts Receivable,Credit,ERP System,Middle East & Africa,USD,B. Mensah,59337.44,59347.04,9.6,0.02,Reconciled
