Record_ID,Date,Year,Month,Quarter,Department,Region,Product,Channel,Employee_ID,Cost_Center,Revenue,Cost,Gross_Margin,Margin_Pct,Deals_Closed,Leads_Generated,Conv_Rate_Pct,Customer_Sat,NPS,Headcount,Attrition_Pct,Training_Hrs,Productivity_Pct,CAC,LTV,LTV_CAC_Ratio,MQL_Count,SQL_Count,CTR_Pct,SLA_Met,Ticket_Volume,Resolution_Hrs,Uptime_Pct,Status
REC-037508,2022-11-06,2022,Nov,Q4,HR,Latin America,Enterprise Suite,Outbound,EMP-0089,CC-100,107428.55,78305.48,29123.07,27.1,2,14,14.3,8.0,46,88,14.9,23.5,70.0,1319.64,3786.31,2.87,64,31,3.14,1,81,13.5,99.18,Above Target
REC-037509,2024-10-22,2024,Oct,Q4,Finance,North America,Consulting,Partner,EMP-0102,CC-400,32959.97,18300.75,14659.22,44.5,3,12,25.0,5.9,37,71,13.5,14.3,71.5,1463.01,4655.24,3.18,53,37,4.46,0,199,20.1,99.75,Below Target
REC-037510,2024-04-14,2024,Apr,Q2,Operations,North America,Starter Pack,Partner,EMP-0127,CC-500,3864.07,2208.51,1655.56,42.8,3,5,60.0,8.7,-4,170,17.0,20.6,57.2,879.43,3927.56,4.47,75,43,3.56,1,462,9.1,99.21,Below Target
REC-037511,2024-05-29,2024,May,Q2,Finance,Latin America,Pro Plan,Inbound,EMP-0181,CC-200,19010.08,11793.71,7216.37,38.0,3,19,15.8,7.5,60,135,14.7,24.3,69.4,999.51,3367.95,3.37,141,34,0.93,1,132,24.5,99.26,Below Target
REC-037512,2024-01-08,2024,Jan,Q1,Marketing,Latin America,Pro Plan,Direct Sales,EMP-0065,CC-200,24104.56,19671.09,4433.47,18.4,1,15,6.7,4.4,67,50,11.0,32.0,81.3,627.61,3186.34,5.08,30,40,2.68,1,49,19.2,99.25,On Track
REC-037513,2022-03-20,2022,Mar,Q1,Operations,North America,Add-On Services,Partner,EMP-0194,CC-200,12211.05,9262.84,2948.21,24.1,2,9,22.2,7.3,40,159,21.0,15.5,80.8,663.29,3423.49,5.16,17,20,1.84,1,127,16.0,99.03,Above Target
REC-037514,2024-04-28,2024,Apr,Q2,IT,North America,Pro Plan,Online,EMP-0055,CC-300,35507.25,21478.5,14028.75,39.5,0,12,0.0,8.4,42,92,6.3,27.3,78.9,1094.44,3673.53,3.36,128,14,2.5,1,295,23.0,98.79,Above Target
REC-037515,2022-01-07,2022,Jan,Q1,Customer Success,Asia Pacific,Enterprise Suite,Online,EMP-0011,CC-200,83382.13,45260.51,38121.62,45.7,2,16,12.5,8.2,47,143,14.3,28.4,80.3,659.86,1779.9,2.7,142,13,2.91,0,358,11.7,98.72,On Track
REC-037516,2024-07-18,2024,Jul,Q3,IT,MEA,Add-On Services,Online,EMP-0113,CC-500,5290.91,3450.83,1840.08,34.8,1,12,8.3,8.4,74,122,11.4,16.4,79.1,953.14,4948.81,5.19,11,4,4.45,0,409,20.6,99.16,Below Target
REC-037517,2023-06-18,2023,Jun,Q2,Legal,Europe,Pro Plan,Partner,EMP-0124,CC-100,27232.83,15351.41,11881.42,43.6,3,13,23.1,8.1,46,33,5.3,22.5,88.9,717.46,3705.25,5.16,57,9,3.57,1,489,21.9,99.02,Above Target
REC-037518,2023-04-18,2023,Apr,Q2,Sales,North America,Add-On Services,Direct Sales,EMP-0002,CC-200,8572.04,4693.18,3878.86,45.3,1,10,10.0,7.7,51,12,13.6,34.0,91.3,1223.58,6588.35,5.38,65,14,3.37,0,33,24.1,99.94,Above Target
REC-037519,2024-09-16,2024,Sep,Q3,HR,Europe,Pro Plan,Inbound,EMP-0163,CC-300,23377.76,19443.53,3934.23,16.8,1,15,6.7,8.3,32,100,11.3,10.3,94.7,1397.64,8975.89,6.42,30,44,1.89,1,120,10.6,98.91,On Track
REC-037520,2022-04-18,2022,Apr,Q2,IT,North America,Pro Plan,Outbound,EMP-0040,CC-100,20557.9,14062.21,6495.69,31.6,1,4,25.0,8.8,27,156,14.3,37.9,72.9,1118.08,4555.44,4.07,149,48,3.78,1,386,10.7,99.29,Below Target
REC-037521,2022-11-02,2022,Nov,Q4,IT,Asia Pacific,Enterprise Suite,Online,EMP-0148,CC-100,83551.47,48383.15,35168.32,42.1,1,3,33.3,6.7,58,114,21.5,15.7,65.7,952.81,5051.94,5.3,30,15,3.45,1,169,10.0,98.38,On Track
REC-037522,2024-02-29,2024,Feb,Q1,Operations,Asia Pacific,Pro Plan,Partner,EMP-0166,CC-100,17596.31,11009.04,6587.27,37.4,4,17,23.5,8.3,12,104,16.3,23.5,81.9,778.84,3466.83,4.45,141,7,2.17,1,404,12.2,100.0,Below Target
REC-037523,2022-08-01,2022,Aug,Q3,Operations,MEA,Add-On Services,Partner,EMP-0112,CC-400,10249.62,6647.44,3602.18,35.1,2,6,33.3,8.3,34,45,17.3,31.8,71.0,680.65,4763.63,7.0,17,2,3.07,1,200,17.7,98.72,Above Target
REC-037524,2023-09-19,2023,Sep,Q3,Sales,Latin America,Pro Plan,Inbound,EMP-0124,CC-300,23389.14,14796.97,8592.17,36.7,2,12,16.7,8.2,49,54,24.4,8.0,73.5,1067.27,4014.59,3.76,138,28,1.83,0,295,23.7,99.31,On Track
REC-037525,2023-08-22,2023,Aug,Q3,Sales,Asia Pacific,Starter Pack,Online,EMP-0131,CC-300,3842.73,1868.95,1973.78,51.4,0,12,0.0,5.7,54,72,11.9,12.2,57.8,1874.54,8384.76,4.47,137,19,2.77,1,465,19.6,99.24,Below Target
REC-037526,2024-06-26,2024,Jun,Q2,Sales,Europe,Enterprise Suite,Inbound,EMP-0001,CC-100,125792.54,75559.21,50233.33,39.9,1,9,11.1,6.6,84,142,11.6,16.4,78.2,699.72,2964.06,4.24,16,19,1.92,1,257,9.4,99.77,Above Target
REC-037527,2023-11-28,2023,Nov,Q4,Sales,Europe,Starter Pack,Outbound,EMP-0023,CC-200,5712.92,2807.54,2905.38,50.9,2,17,11.8,7.9,56,79,3.0,21.0,84.1,1733.09,8677.48,5.01,17,47,3.36,1,390,10.5,100.0,Above Target
REC-037528,2023-01-12,2023,Jan,Q1,Finance,Asia Pacific,Starter Pack,Partner,EMP-0043,CC-200,4270.99,2664.27,1606.72,37.6,2,9,22.2,7.4,51,151,17.7,21.7,90.5,1781.09,9160.92,5.14,103,26,2.78,0,210,21.5,99.74,On Track
REC-037529,2022-01-16,2022,Jan,Q1,Finance,North America,Pro Plan,Partner,EMP-0159,CC-300,26656.83,14053.33,12603.5,47.3,1,6,16.7,8.3,72,149,10.2,23.6,69.3,1547.74,7635.25,4.93,139,23,2.52,1,46,20.5,99.17,Above Target
REC-037530,2024-05-02,2024,May,Q2,Finance,Europe,Pro Plan,Inbound,EMP-0052,CC-100,22677.84,12462.72,10215.12,45.0,3,8,37.5,7.5,39,67,12.6,24.4,67.8,1075.97,4955.16,4.61,91,27,2.11,1,267,17.9,99.85,Below Target
REC-037531,2022-02-09,2022,Feb,Q1,Legal,Asia Pacific,Starter Pack,Partner,EMP-0084,CC-100,4618.14,2581.49,2036.65,44.1,4,5,80.0,6.3,20,94,3.0,22.2,92.8,1431.07,9892.87,6.91,147,21,3.64,0,484,28.2,99.53,On Track
REC-037532,2024-05-06,2024,May,Q2,Operations,North America,Enterprise Suite,Online,EMP-0168,CC-100,102185.3,69645.53,32539.77,31.8,0,12,0.0,9.7,68,126,15.0,26.8,91.3,1798.23,8202.86,4.56,19,10,3.13,1,17,10.6,98.26,Above Target
REC-037533,2023-07-25,2023,Jul,Q3,IT,Europe,Enterprise Suite,Direct Sales,EMP-0096,CC-400,63559.42,37049.46,26509.96,41.7,0,9,0.0,7.5,84,33,16.0,11.1,86.4,2168.75,10572.32,4.87,76,3,0.5,1,250,21.8,98.95,Below Target
REC-037534,2024-04-30,2024,Apr,Q2,HR,Asia Pacific,Starter Pack,Outbound,EMP-0017,CC-400,3466.16,2376.2,1089.96,31.4,4,9,44.4,7.6,78,108,16.1,17.3,77.3,990.84,4676.47,4.72,69,1,3.43,1,63,8.8,99.04,Below Target
REC-037535,2023-10-14,2023,Oct,Q4,Sales,Asia Pacific,Starter Pack,Outbound,EMP-0169,CC-400,3152.93,1721.27,1431.66,45.4,3,4,75.0,7.3,46,195,22.0,22.9,62.0,1079.19,3796.06,3.52,149,39,3.27,0,214,24.5,99.09,Below Target
REC-037536,2023-07-31,2023,Jul,Q3,Finance,North America,Consulting,Outbound,EMP-0060,CC-400,21835.67,13052.31,8783.36,40.2,4,2,200.0,5.5,38,77,10.8,23.4,100.0,1237.37,4112.79,3.32,37,24,4.71,1,448,18.3,98.94,Below Target
REC-037537,2023-05-17,2023,May,Q2,Finance,Asia Pacific,Add-On Services,Outbound,EMP-0063,CC-400,8569.31,5296.2,3273.11,38.2,0,2,0.0,5.4,20,139,10.5,24.8,97.3,990.51,3803.38,3.84,103,31,0.5,1,294,22.9,98.78,Above Target
REC-037538,2023-12-16,2023,Dec,Q4,Legal,North America,Enterprise Suite,Online,EMP-0175,CC-300,43184.69,27240.57,15944.12,36.9,1,3,33.3,8.9,32,57,15.6,19.4,81.8,1082.07,5600.41,5.18,13,30,3.14,0,447,16.8,99.26,Below Target
REC-037539,2023-12-16,2023,Dec,Q4,Operations,North America,Starter Pack,Partner,EMP-0085,CC-200,4580.03,3325.23,1254.8,27.4,3,12,25.0,8.0,58,191,11.3,26.3,73.9,1309.3,7721.96,5.9,59,7,3.36,1,134,28.4,99.19,On Track
REC-037540,2024-01-07,2024,Jan,Q1,HR,Latin America,Pro Plan,Outbound,EMP-0117,CC-500,32640.0,21528.8,11111.2,34.0,1,17,5.9,9.3,40,186,17.1,16.2,80.3,1813.11,4268.24,2.35,32,31,4.19,1,387,27.2,99.29,Above Target
REC-037541,2022-02-03,2022,Feb,Q1,Operations,Asia Pacific,Starter Pack,Direct Sales,EMP-0165,CC-200,6836.74,4354.95,2481.79,36.3,0,2,0.0,7.6,34,31,10.5,27.1,74.0,1365.3,3571.78,2.62,58,4,4.07,1,128,23.0,100.0,Above Target
REC-037542,2022-07-25,2022,Jul,Q3,Operations,Asia Pacific,Starter Pack,Inbound,EMP-0105,CC-300,4017.08,2363.16,1653.92,41.2,4,18,22.2,7.5,46,74,8.8,20.6,95.6,721.25,2683.38,3.72,55,18,1.53,1,25,12.7,98.77,Below Target
REC-037543,2023-12-13,2023,Dec,Q4,Sales,Latin America,Starter Pack,Direct Sales,EMP-0064,CC-100,6785.76,3448.08,3337.68,49.2,2,2,100.0,7.6,24,50,10.0,29.1,72.4,1653.13,8336.62,5.04,46,25,2.01,1,379,22.1,99.27,Above Target
REC-037544,2022-07-05,2022,Jul,Q3,Sales,Europe,Starter Pack,Direct Sales,EMP-0087,CC-400,2452.58,1245.27,1207.31,49.2,4,2,200.0,6.9,21,19,8.5,31.7,78.8,1392.67,8515.73,6.11,91,42,3.53,1,456,17.0,98.67,Below Target
REC-037545,2023-04-16,2023,Apr,Q2,Sales,Europe,Pro Plan,Online,EMP-0008,CC-300,21965.43,10237.2,11728.23,53.4,4,14,28.6,7.5,46,171,20.6,20.2,83.5,707.95,2884.95,4.08,126,17,3.77,1,12,11.5,98.65,Below Target
REC-037546,2023-12-23,2023,Dec,Q4,Customer Success,North America,Enterprise Suite,Partner,EMP-0139,CC-300,95154.79,63124.97,32029.82,33.7,2,14,14.3,6.8,64,65,12.6,23.8,84.6,1743.81,12716.16,7.29,16,14,2.94,1,74,11.0,99.04,Above Target
REC-037547,2022-06-29,2022,Jun,Q2,HR,North America,Add-On Services,Direct Sales,EMP-0029,CC-500,8373.74,5520.46,2853.28,34.1,3,6,50.0,7.9,22,97,13.4,23.1,88.3,1530.4,5757.47,3.76,90,11,2.27,0,307,12.4,98.41,On Track
REC-037548,2023-09-05,2023,Sep,Q3,Legal,Asia Pacific,Starter Pack,Partner,EMP-0186,CC-300,5315.75,3772.81,1542.94,29.0,4,17,23.5,8.2,41,41,18.5,20.2,76.1,951.02,3621.47,3.81,98,1,3.99,1,6,9.1,98.8,Above Target
REC-037549,2023-11-15,2023,Nov,Q4,Operations,Asia Pacific,Pro Plan,Direct Sales,EMP-0030,CC-100,23427.14,14578.96,8848.18,37.8,1,12,8.3,8.7,39,188,18.2,22.1,75.6,1036.49,4953.41,4.78,106,27,2.87,1,483,4.0,99.51,On Track
REC-037550,2023-10-03,2023,Oct,Q4,Operations,Latin America,Pro Plan,Outbound,EMP-0044,CC-100,27803.78,19875.33,7928.45,28.5,0,14,0.0,6.6,81,197,11.7,16.5,87.3,1416.93,7429.86,5.24,12,27,3.5,1,302,18.4,98.58,Above Target
REC-037551,2023-03-12,2023,Mar,Q1,Sales,North America,Consulting,Inbound,EMP-0097,CC-400,44443.47,22312.76,22130.71,49.8,3,5,60.0,7.5,39,32,13.1,21.6,73.4,1452.39,6347.77,4.37,89,31,3.29,0,209,22.2,99.05,Above Target
REC-037552,2023-04-03,2023,Apr,Q2,Legal,North America,Starter Pack,Inbound,EMP-0025,CC-500,3581.69,2461.43,1120.26,31.3,4,14,28.6,7.7,31,66,13.9,26.8,96.7,1315.53,5620.28,4.27,87,35,1.6,1,307,21.1,98.53,Below Target
REC-037553,2024-08-01,2024,Aug,Q3,HR,Asia Pacific,Pro Plan,Direct Sales,EMP-0072,CC-200,30645.62,22306.82,8338.8,27.2,1,13,7.7,9.2,68,22,16.2,20.1,74.6,1385.46,8182.08,5.91,62,48,3.93,1,165,8.3,98.5,Above Target
REC-037554,2024-02-23,2024,Feb,Q1,Finance,North America,Enterprise Suite,Inbound,EMP-0036,CC-500,94244.72,61347.68,32897.04,34.9,0,14,0.0,8.6,67,85,16.2,25.4,70.0,1537.82,4739.15,3.08,47,23,1.74,1,278,25.4,98.98,Above Target
REC-037555,2024-04-13,2024,Apr,Q2,Marketing,North America,Starter Pack,Direct Sales,EMP-0045,CC-200,4774.07,2804.51,1969.56,41.3,0,8,0.0,8.5,38,159,11.4,30.3,65.8,1223.75,7491.42,6.12,5,36,2.31,1,208,19.8,99.26,Above Target
REC-037556,2022-05-24,2022,May,Q2,Finance,Europe,Pro Plan,Outbound,EMP-0157,CC-100,27552.18,19045.86,8506.32,30.9,3,15,20.0,7.7,35,36,11.6,32.0,65.9,2201.23,12425.28,5.64,96,15,3.58,1,259,16.1,99.09,Above Target
REC-037557,2024-06-12,2024,Jun,Q2,HR,North America,Starter Pack,Partner,EMP-0098,CC-400,4895.38,3288.6,1606.78,32.8,1,6,16.7,7.8,33,105,12.4,34.8,66.8,1547.82,4420.15,2.86,149,24,3.49,1,155,10.5,97.96,Above Target
REC-037558,2024-09-23,2024,Sep,Q3,Operations,North America,Starter Pack,Online,EMP-0121,CC-400,2418.68,1629.98,788.7,32.6,4,6,66.7,6.4,43,134,15.3,13.5,97.5,1245.39,6703.2,5.38,136,17,5.5,1,248,13.2,99.84,Below Target
REC-037559,2024-01-23,2024,Jan,Q1,Finance,North America,Starter Pack,Outbound,EMP-0024,CC-100,3618.88,2228.59,1390.29,38.4,2,17,11.8,6.4,18,193,18.8,11.8,80.5,977.43,3829.76,3.92,97,45,2.39,1,385,23.3,100.0,Below Target
REC-037560,2022-11-07,2022,Nov,Q4,Sales,Europe,Enterprise Suite,Partner,EMP-0111,CC-200,73072.34,36643.82,36428.52,49.9,0,17,0.0,7.9,40,58,14.5,17.1,69.1,979.87,4881.09,4.98,64,23,3.39,1,137,19.2,99.24,Below Target
REC-037561,2024-04-03,2024,Apr,Q2,Finance,Europe,Add-On Services,Direct Sales,EMP-0094,CC-200,5280.23,3351.63,1928.6,36.5,3,14,21.4,6.6,36,176,11.9,25.9,80.2,1577.52,5997.3,3.8,126,37,1.69,1,177,9.0,98.12,Below Target
REC-037562,2022-02-21,2022,Feb,Q1,Marketing,Europe,Pro Plan,Inbound,EMP-0192,CC-300,25899.74,19590.95,6308.79,24.4,3,16,18.8,8.4,18,106,14.3,36.8,78.0,1106.83,6828.13,6.17,9,4,2.34,0,379,13.1,99.2,Above Target
REC-037563,2023-05-31,2023,May,Q2,Legal,Asia Pacific,Add-On Services,Direct Sales,EMP-0020,CC-100,9010.98,6076.95,2934.03,32.6,4,9,44.4,7.2,43,74,17.0,25.0,64.9,1475.86,7570.84,5.13,31,2,4.28,1,69,22.1,99.37,Above Target
REC-037564,2023-10-17,2023,Oct,Q4,Sales,North America,Starter Pack,Inbound,EMP-0058,CC-100,3163.14,1843.13,1320.01,41.7,4,14,28.6,7.9,24,36,13.1,25.3,64.5,838.98,4626.02,5.51,67,10,3.89,1,397,18.3,98.62,Below Target
REC-037565,2022-01-17,2022,Jan,Q1,IT,Asia Pacific,Consulting,Inbound,EMP-0027,CC-100,33798.82,20739.86,13058.96,38.6,1,5,20.0,8.2,43,121,5.9,21.7,93.5,1219.73,3309.16,2.71,103,49,1.72,1,313,17.1,99.28,On Track
REC-037566,2023-03-30,2023,Mar,Q1,HR,Europe,Pro Plan,Partner,EMP-0038,CC-300,22884.03,16268.67,6615.36,28.9,2,2,100.0,8.0,33,45,14.3,26.3,81.9,1053.88,7109.42,6.75,140,16,1.67,1,335,20.6,98.51,On Track
REC-037567,2022-12-03,2022,Dec,Q4,HR,MEA,Add-On Services,Online,EMP-0111,CC-300,8038.48,5851.68,2186.8,27.2,4,17,23.5,8.8,12,109,9.2,27.7,68.8,1197.28,4330.07,3.62,69,11,1.29,1,451,22.1,98.85,On Track
REC-037568,2024-04-02,2024,Apr,Q2,Sales,Asia Pacific,Consulting,Partner,EMP-0128,CC-200,32921.69,16034.31,16887.38,51.3,4,2,200.0,5.8,28,173,12.1,16.6,86.0,1244.28,3125.72,2.51,126,25,3.67,1,420,23.7,99.25,Below Target
REC-037569,2024-09-24,2024,Sep,Q3,Finance,North America,Pro Plan,Direct Sales,EMP-0021,CC-400,19026.97,11557.49,7469.48,39.3,3,13,23.1,9.2,42,30,16.0,18.3,85.0,1155.44,4845.12,4.19,118,16,3.37,1,237,6.5,99.81,Below Target
REC-037570,2023-03-05,2023,Mar,Q1,HR,North America,Enterprise Suite,Outbound,EMP-0170,CC-100,109062.55,61398.34,47664.21,43.7,3,15,20.0,7.1,15,103,14.7,23.1,69.9,1584.4,9317.21,5.88,24,35,4.24,1,476,19.2,98.6,Above Target
REC-037571,2022-05-20,2022,May,Q2,Finance,Europe,Pro Plan,Outbound,EMP-0014,CC-300,18198.43,12943.79,5254.64,28.9,4,9,44.4,8.9,80,26,17.5,29.9,78.9,639.71,3069.54,4.8,142,29,3.08,1,309,8.9,99.11,Below Target
REC-037572,2024-07-27,2024,Jul,Q3,Marketing,MEA,Enterprise Suite,Direct Sales,EMP-0048,CC-300,113627.15,95273.4,18353.75,16.2,2,4,50.0,10.0,44,83,10.3,21.5,54.1,2155.98,5973.43,2.77,44,26,4.69,0,126,30.9,98.98,Above Target
REC-037573,2023-06-27,2023,Jun,Q2,Sales,Asia Pacific,Consulting,Inbound,EMP-0154,CC-200,52666.35,25666.5,26999.85,51.3,0,5,0.0,8.0,14,35,18.5,17.0,75.4,1321.11,5422.6,4.1,11,41,4.6,1,413,18.6,99.26,Above Target
REC-037574,2024-04-27,2024,Apr,Q2,Sales,North America,Starter Pack,Online,EMP-0018,CC-400,4834.73,2949.55,1885.18,39.0,0,19,0.0,6.1,53,78,12.3,33.8,100.0,1412.53,8200.8,5.81,83,40,3.54,1,358,20.5,98.59,Above Target
REC-037575,2022-04-23,2022,Apr,Q2,Marketing,North America,Add-On Services,Online,EMP-0058,CC-200,5247.83,4609.92,637.91,12.2,4,11,36.4,9.3,38,183,10.0,32.8,80.6,1523.54,5515.38,3.62,92,13,2.59,0,303,16.1,99.76,Below Target
REC-037576,2024-11-17,2024,Nov,Q4,Customer Success,North America,Pro Plan,Partner,EMP-0076,CC-100,18948.67,12057.42,6891.25,36.4,3,13,23.1,8.1,59,77,21.5,22.8,74.1,838.15,4605.65,5.5,54,6,1.83,1,41,19.8,99.42,Below Target
REC-037577,2022-11-16,2022,Nov,Q4,HR,Europe,Pro Plan,Partner,EMP-0043,CC-400,25921.4,18598.31,7323.09,28.3,0,10,0.0,9.2,19,131,13.5,26.6,72.0,786.5,2160.57,2.75,140,16,3.65,1,361,19.1,98.56,Above Target
REC-037578,2023-06-07,2023,Jun,Q2,Customer Success,Europe,Starter Pack,Partner,EMP-0067,CC-500,3941.19,2204.85,1736.34,44.1,1,4,25.0,7.3,43,98,19.4,34.3,86.8,1747.08,3666.82,2.1,103,31,3.6,1,405,13.1,99.51,Below Target
REC-037579,2022-02-12,2022,Feb,Q1,Finance,North America,Enterprise Suite,Partner,EMP-0090,CC-300,114458.33,66598.57,47859.76,41.8,0,10,0.0,9.6,27,160,12.0,11.0,73.4,624.28,2983.57,4.78,56,8,2.62,1,68,17.3,98.48,Above Target
REC-037580,2024-01-01,2024,Jan,Q1,Finance,Asia Pacific,Add-On Services,Direct Sales,EMP-0075,CC-100,4477.69,2938.04,1539.65,34.4,1,3,33.3,7.8,22,91,11.5,18.8,77.0,1243.12,3819.81,3.07,68,39,3.47,1,497,14.5,99.65,Below Target
REC-037581,2023-09-27,2023,Sep,Q3,Marketing,North America,Add-On Services,Direct Sales,EMP-0043,CC-200,10786.48,9400.61,1385.87,12.8,3,19,15.8,6.7,42,35,11.0,18.6,78.1,650.9,3054.15,4.69,13,43,4.44,1,307,20.0,98.75,Above Target
REC-037582,2023-12-09,2023,Dec,Q4,HR,Europe,Enterprise Suite,Inbound,EMP-0080,CC-500,89325.58,74862.91,14462.67,16.2,3,7,42.9,7.3,18,139,15.6,26.5,84.8,1385.39,6846.62,4.94,10,12,1.78,1,277,28.6,100.0,Above Target
REC-037583,2023-10-13,2023,Oct,Q4,Sales,North America,Pro Plan,Inbound,EMP-0126,CC-200,30131.48,17415.91,12715.57,42.2,0,13,0.0,6.6,40,51,18.9,35.7,88.3,1250.29,8052.44,6.44,109,43,2.41,1,266,10.4,98.87,Above Target
REC-037584,2022-08-18,2022,Aug,Q3,Operations,North America,Pro Plan,Partner,EMP-0075,CC-400,28455.91,16606.84,11849.07,41.6,0,4,0.0,8.0,15,29,15.6,27.9,67.5,503.79,2540.12,5.04,44,25,4.0,1,139,17.9,98.98,Above Target
REC-037585,2022-05-04,2022,May,Q2,Legal,Europe,Enterprise Suite,Outbound,EMP-0045,CC-400,88404.27,51280.76,37123.51,42.0,4,3,133.3,6.0,40,142,13.7,22.2,70.2,794.93,3220.81,4.05,124,1,4.24,1,333,20.4,99.3,On Track
REC-037586,2023-12-05,2023,Dec,Q4,Operations,Asia Pacific,Enterprise Suite,Direct Sales,EMP-0007,CC-200,110550.65,82821.86,27728.79,25.1,2,2,100.0,8.0,55,17,13.5,7.4,78.3,1539.01,8523.07,5.54,113,23,3.76,1,40,23.3,99.15,Above Target
REC-037587,2024-11-15,2024,Nov,Q4,Finance,Asia Pacific,Pro Plan,Partner,EMP-0054,CC-200,34613.6,25195.95,9417.65,27.2,1,19,5.3,8.5,51,65,22.3,14.6,86.3,823.23,4196.16,5.1,104,46,5.39,1,433,21.0,99.02,Above Target
REC-037588,2024-01-14,2024,Jan,Q1,Operations,North America,Consulting,Online,EMP-0171,CC-400,41010.35,29776.02,11234.33,27.4,1,11,9.1,8.0,62,33,13.1,25.8,86.0,975.97,4358.19,4.47,28,3,4.18,0,88,17.9,99.41,Above Target
REC-037589,2023-11-26,2023,Nov,Q4,Customer Success,Asia Pacific,Enterprise Suite,Online,EMP-0154,CC-300,71427.71,40511.22,30916.49,43.3,3,11,27.3,9.5,20,163,13.3,21.6,77.5,1217.86,2363.41,1.94,104,31,3.35,1,274,20.2,98.43,Below Target
REC-037590,2022-02-13,2022,Feb,Q1,HR,MEA,Consulting,Direct Sales,EMP-0127,CC-300,32484.71,22214.83,10269.88,31.6,1,17,5.9,8.8,63,143,17.3,25.9,71.0,1241.78,6903.32,5.56,16,39,2.11,1,175,23.8,98.38,Below Target
REC-037591,2023-12-22,2023,Dec,Q4,Legal,Latin America,Consulting,Online,EMP-0023,CC-100,30842.27,14634.13,16208.14,52.6,3,19,15.8,8.0,52,161,13.3,17.7,79.1,376.77,1901.81,5.05,122,46,2.46,1,150,15.6,99.23,Below Target
REC-037592,2023-02-04,2023,Feb,Q1,Customer Success,North America,Enterprise Suite,Direct Sales,EMP-0104,CC-400,48823.93,28242.46,20581.47,42.2,0,7,0.0,7.3,32,108,10.0,17.7,74.7,1535.87,4728.41,3.08,33,12,3.35,1,275,16.8,99.52,Below Target
REC-037593,2024-06-06,2024,Jun,Q2,Sales,North America,Add-On Services,Inbound,EMP-0012,CC-500,11670.7,7872.04,3798.66,32.5,0,19,0.0,8.5,11,144,16.6,13.1,76.7,1158.55,5634.48,4.86,84,49,3.21,1,332,10.3,99.64,Above Target
REC-037594,2024-06-16,2024,Jun,Q2,Operations,North America,Starter Pack,Inbound,EMP-0108,CC-400,5200.21,3826.44,1373.77,26.4,3,18,16.7,8.9,53,138,16.4,27.0,72.6,674.62,1821.04,2.7,75,5,3.29,1,468,30.0,99.82,Above Target
REC-037595,2023-05-14,2023,May,Q2,Finance,MEA,Add-On Services,Partner,EMP-0181,CC-400,11312.68,6292.32,5020.36,44.4,1,8,12.5,7.7,59,192,15.5,21.5,86.6,1912.28,4740.71,2.48,23,32,1.69,1,355,22.8,99.12,Above Target
REC-037596,2023-02-06,2023,Feb,Q1,Operations,Asia Pacific,Add-On Services,Partner,EMP-0137,CC-500,6394.26,3897.13,2497.13,39.1,0,18,0.0,7.4,25,106,8.3,19.4,74.1,858.72,3135.94,3.65,57,36,5.84,1,476,15.1,98.88,Below Target
REC-037597,2024-03-25,2024,Mar,Q1,Finance,MEA,Starter Pack,Outbound,EMP-0037,CC-100,5066.8,3032.77,2034.03,40.1,4,14,28.6,5.2,41,125,6.9,26.4,81.1,1619.14,8380.92,5.18,99,12,3.22,1,83,14.0,99.37,Above Target
REC-037598,2023-04-30,2023,Apr,Q2,HR,Asia Pacific,Consulting,Outbound,EMP-0163,CC-500,31861.66,20133.81,11727.85,36.8,2,19,10.5,10.0,57,82,19.6,31.7,74.5,1086.38,5395.68,4.97,133,14,3.91,1,197,18.2,99.31,Below Target
REC-037599,2022-12-19,2022,Dec,Q4,IT,Latin America,Pro Plan,Direct Sales,EMP-0152,CC-400,24761.71,17405.62,7356.09,29.7,3,9,33.3,7.0,49,114,12.4,22.9,85.5,1756.09,12535.77,7.14,55,27,2.89,1,195,15.7,100.0,On Track
REC-037600,2022-04-17,2022,Apr,Q2,Sales,MEA,Pro Plan,Direct Sales,EMP-0126,CC-200,22386.53,14049.85,8336.68,37.2,0,13,0.0,9.0,-7,46,23.2,14.3,80.8,1699.52,5056.7,2.98,18,49,2.66,1,274,20.2,99.08,Below Target
REC-037601,2023-12-01,2023,Dec,Q4,Operations,Asia Pacific,Enterprise Suite,Outbound,EMP-0012,CC-100,123792.32,85591.0,38201.32,30.9,3,6,50.0,10.0,37,156,11.1,17.1,79.7,1409.95,5448.0,3.86,15,33,4.66,0,170,16.2,98.12,Above Target
REC-037602,2023-03-11,2023,Mar,Q1,Sales,Latin America,Starter Pack,Direct Sales,EMP-0188,CC-400,8473.04,4748.72,3724.32,44.0,3,2,150.0,7.3,54,181,22.7,24.0,58.8,1348.37,6768.68,5.02,103,38,2.4,1,360,11.9,98.14,Above Target
REC-037603,2023-01-02,2023,Jan,Q1,Finance,North America,Enterprise Suite,Direct Sales,EMP-0156,CC-100,124492.14,76288.29,48203.85,38.7,1,10,10.0,6.7,34,83,10.5,33.1,84.5,1199.27,6700.82,5.59,47,20,3.7,1,259,26.0,99.23,Above Target
